Year,FIPS,County,Crop,Domain,Source,pdiv_id,waterUse_m3,irrArea_ha
1994,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,56875.84752931522,21.853044
1995,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,23978.8869219234,21.853044
1996,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,41790.3646561093,21.853044
1997,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,26889.9040585355,21.853044
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,10533.934892655649,21.853044
1999,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,13087.242296378974,21.853044
2000,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,9806.180608502626,21.853044
2001,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,24533.953748819775,21.853044
2002,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,28888.144635362452,21.853044
2003,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,611,34155.11208169028,21.853044
2005,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,13629.974304899875,23.876473999999998
2006,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,64708.457197741845,21.853044
2008,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,24533.953748819775,21.448358
2009,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,15258.170330462573,24.28116
2010,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,42518.11894026232,24.28116
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,77943.71731462651,24.28116
2012,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,57578.932176717295,21.853044
2013,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,63487.31017856982,21.853044
2014,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,54507.56240122402,21.853044
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,26902.23887691097,21.853044
2017,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,34697.84409021117,21.853044
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,53631.79029656529,21.853044
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,20031.745041771395,21.853044
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,611,34722.51372696212,21.853044
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,611,27580.653887562097,21.853044
1990,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,42727.8108526454,29.542078
1991,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,99628.32801871156,25.495217999999998
1992,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,46033.5421772727,28.732706
1993,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,20697.82523404705,29.542078
1994,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,71615.95548800785,29.137392
1995,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,61094.35541372767,29.542078
1996,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,76167.50346855812,29.137392
1997,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,72812.43287042892,29.542078
1998,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,42308.42702787925,29.542078
1999,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,44997.41743373279,29.542078
2002,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,39742.784805780444,15.782753999999999
2003,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,18218.526740576574,43.706088
2004,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,4551.547980550275,6.474976
2005,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,30059.952381032574,9.307777999999999
2006,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,27765.676163194225,9.307777999999999
2007,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,2294.27621783835,9.307777999999999
2008,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,16837.027082523375,9.307777999999999
2009,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,1899.56202982315,9.307777999999999
2010,20149,Pottawatomie,Corn,Non-alluvial,Groundwater,914,8585.0335893306,9.307777999999999
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,18650.245383718197,8.903092
1991,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,52385.97364064232,18.21087
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,8177.984582939925,17.806184
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,2035.2450319533748,18.615555999999998
1996,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,1864,17120.7279051593,20.2343
1997,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,1864,48808.876311754575,21.853044
1998,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,1864,9966.533247383799,21.853044
1999,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1864,4082.8248822822247,9.307777999999999
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,8437.0157688249,12.545266
2001,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,1864,13284.599390386575,21.853044
2002,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,1864,2294.27621783835,21.853044
2003,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,1864,3836.1285147727244,21.853044
2008,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,45762.17617301225,24.28116
2010,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,29529.55519088715,24.28116
2011,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1864,63487.31017856982,24.28116
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,42703.141215894444,24.28116
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,14974.46950782665,24.28116
2017,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1864,23460.824550153447,24.28116
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,39187.71797888407,24.28116
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,8819.395138464624,24.28116
2021,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1864,12877.550383995898,24.28116
2022,20149,Pottawatomie,Corn,Alluvial,Groundwater,1864,27876.6895285735,24.28116
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1864,27222.944154673325,24.28116
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,13358.608300639424,21.043672
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,4366.52570491815,21.043672
2000,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,6907.4982902659995,21.043672
2001,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,9991.20288413475,21.448358
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,46551.60454904265,21.448358
2003,20149,Pottawatomie,Wheat,Alluvial,Groundwater,1866,542.7320085209,21.448358
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,11126.006174678449,21.448358
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,40199.17308567303,21.448358
2007,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,6932.16792701695,21.448358
2011,20149,Pottawatomie,Other Crop,Alluvial,Groundwater,1866,20216.767317403526,21.448358
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,64498.76528535877,21.448358
2013,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,17984.16519144255,21.448358
2014,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,30429.996932296825,21.448358
2015,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,4378.860523293624,21.448358
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,16405.30843938175,21.448358
2017,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,6500.449283875324,21.448358
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,41284.63710271482,21.448358
2019,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,5242.297809576875,21.448358
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,11903.099732333374,21.448358
2021,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,5674.016452718499,21.448358
2022,20149,Pottawatomie,Corn,Alluvial,Groundwater,1866,21265.226879318896,21.448358
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,1866,17811.477734185897,21.448358
1990,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,20969.1912383075,43.301401999999996
1991,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,106079.438029085,43.301401999999996
1992,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,49339.273501899996,43.301401999999996
1994,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,82643.2831156825,43.301401999999996
1995,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,2288,83395.70703658646,56.65604
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,109076.79889432543,34.39831
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,68260.88488987865,56.65604
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,73811.5531588424,57.870098
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,74934.02163101062,58.67947
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,165903.30715013875,58.67947
2003,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,118611.61349856759,49.776378
2004,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,34870.53154746782,58.67947
2005,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,129762.289309997,58.67947
2006,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,92979.86091433054,58.67947
2007,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,66126.96131092147,58.67947
2008,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,44824.72997647615,58.67947
2009,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,28653.783086228425,58.67947
2010,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,50881.12579883437,58.67947
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,148363.1954202133,58.67947
2012,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,127949.07100880217,58.67947
2013,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,105191.3311060508,58.67947
2014,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,117032.75674650678,58.67947
2015,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,43443.230318422946,58.67947
2016,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,10595.608984533024,58.67947
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,144897.11145670482,58.67947
2018,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,60724.31086246342,58.67947
2019,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,45133.10043586302,58.67947
2020,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,24040.561013800772,58.67947
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,97247.7080722449,58.67947
2022,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2288,68643.26425951837,58.67947
2023,20149,Pottawatomie,Corn,Alluvial,Groundwater,2288,132031.8958910844,52.204494
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,121053.90753691165,72.84348
1998,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,48204.470211356296,84.98406
1999,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,43726.93114105888,83.36531599999999
2000,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,81015.0870901198,83.36531599999999
2001,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,117143.77011188607,57.870098
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,174710.36747022788,61.512271999999996
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,179927.99564305382,76.485654
2004,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,43171.8643141625,86.198118
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,113665.35133000213,86.198118
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,142208.12105085127,86.198118
2007,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,157429.2869261874,86.198118
2008,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,56296.1110656679,84.98406
2009,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,25348.051761601124,84.98406
2010,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,64745.461652868275,84.98406
2011,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,130736.7399616595,84.98406
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,138520.01035658424,84.98406
2013,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,28407.086718718925,84.98406
2014,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,110643.32082801075,84.98406
2015,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,32045.858139484048,84.98406
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,88958.7101239257,84.98406
2017,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,63709.33690932837,84.98406
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,139001.06827322778,44.51546
2019,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,2713.6600426045,45.324832
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,59786.86466592732,47.348262
2021,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,33587.71043641843,46.53889
2022,20149,Pottawatomie,Corn,Alluvial,Groundwater,2665,73947.23616097262,46.53889
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2665,136373.7519592516,59.488842
1990,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,2789,136275.0734122478,53.418552
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,2789,237926.31164453726,130.308892
1992,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,24533.953748819775,87.816862
1993,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,18218.526740576574,87.816862
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,117353.46202426915,53.418552
1995,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,87145.49182273088,85.793432
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,138680.36299546543,85.793432
1997,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,150238.0878132855,85.793432
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,140283.88938427716,85.793432
1999,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,99023.9219183133,94.291838
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,60872.32868296912,57.870098
2001,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,115996.6320029669,94.291838
2002,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,141344.68376456804,94.291838
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,138483.0059014578,94.291838
2004,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,72257.36604353254,94.291838
2005,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,130884.75778216522,84.98406
2006,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,136669.787600263,109.26522
2007,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,47883.76493359395,89.03092
2008,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,59749.86021080089,89.03092
2009,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,43295.21249791725,84.98406
2010,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,60415.94040307654,84.98406
2011,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,132994.01172437143,84.98406
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,203376.4853748318,89.03092
2013,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,162548.23655200953,89.03092
2014,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,177041.64814319267,44.51546
2015,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,63734.00654607933,52.60918
2016,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,110606.31637288432,44.51546
2017,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,152951.74785589,44.51546
2018,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,172539.43943614428,89.03092
2019,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,122706.7731992253,52.60918
2020,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,138618.68890358804,89.03092
2021,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,178139.44697860992,89.03092
2022,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2789,165249.56177623855,89.03092
2023,20149,Pottawatomie,Corn,Alluvial,Groundwater,2789,131254.80233342946,89.03092
1990,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,2963,124581.66559229749,61.512271999999996
1991,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,98481.1899097924,56.251354
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,19501.347851625975,64.74976
1994,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,71541.94657775499,61.512271999999996
1995,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,82001.8725601578,55.846668
1996,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,2963,76500.54356469595,57.465412
1997,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,138483.0059014578,58.67947
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,60946.337593221964,56.65604
1999,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,54297.87048884095,61.512271999999996
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,49339.273501899996,61.512271999999996
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,78794.8197825343,61.916958
2002,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,127468.01309215865,58.67947
2003,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,219658.4456304588,54.63261
2004,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,23473.159368528926,55.846668
2005,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,60724.31086246342,54.63261
2006,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,117415.13611614652,54.63261
2007,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,48611.519217746965,55.441981999999996
2008,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,32748.942786886124,56.65604
2009,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,10176.225159766875,56.65604
2010,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,1973.570940076,56.65604
2011,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,122805.4517462291,56.65604
2012,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,118290.90822080526,56.65604
2013,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,63771.01100120575,56.65604
2014,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,99060.92637343972,54.63261
2015,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,41358.64601296767,61.512271999999996
2016,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,71751.63849013807,61.512271999999996
2017,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,71714.63403501165,61.512271999999996
2018,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,139457.45655312034,61.512271999999996
2019,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,18600.9061102163,61.512271999999996
2020,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,70456.4825607132,61.512271999999996
2021,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,46921.649100306895,61.512271999999996
2022,20149,Pottawatomie,Corn,Alluvial,Groundwater,2963,90044.1741409675,61.512271999999996
2023,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,2963,64091.716278968095,61.512271999999996
1991,20149,Pottawatomie,Multi-Crop,Alluvial,Groundwater,3010,24533.953748819775,20.2343
1992,20149,Pottawatomie,Corn,Alluvial,Groundwater,3010,5451.98972195995,17.401498
1993,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,3010,1356.83002130225,26.30459
1994,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,3010,19081.964026859823,51.799808
1995,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,3010,9806.180608502626,21.853044
1996,20149,Pottawatomie,Corn,Alluvial,Groundwater,3010,11446.711452440799,26.30459
1997,20149,Pottawatomie,Corn,Alluvial,Groundwater,3010,28616.778631102,26.30459
1998,20149,Pottawatomie,Corn,Alluvial,Groundwater,3010,11446.711452440799,26.30459
1999,20149,Pottawatomie,Corn,Alluvial,Groundwater,3010,19624.696035380723,26.30459
2000,20149,Pottawatomie,Corn,Alluvial,Groundwater,3010,17170.0671786612,26.30459
2001,20149,Pottawatomie,Soybeans,Alluvial,Groundwater,3010,6537.4537390017495,26.30459
